artikel_nr,bezeichnung,werkstoff,abmessungen,einheit,basispreis_eur,zkalk_offset_eur,preis_min_eur,preis_max_eur,sales_group,material_group,n_offers
02042700KS0007,"EFN URX-B285,0-108-8-C HS4080",,,ST,67.8633,0.0,51.1119,281.694,VG 20 - Mobility,Gasoline Engine,4
02043002KS0001,RWDR 474675012 1.4571 H,,,ST,54.4502,0.0,47.348,66.899,,Food/Pharma,10
02043100KS0001,RWDR 28x47x7 HN2390 reiopt HS21037,,28x47x7,ST,53.3381,0.0,11.0721,108.1955,,Compressor,4
02044500KS0050,"Thoraxtrokar D11 11x14,2x82",,"11x14,2x82",ST,19.9688,0.0,16.4875,23.45,,Internal medicine,2
02044800KS0050,"Thoraxtrokar D11 11x13,5x112",,"11x13,5x112",ST,16.0381,0.0,13.5869,18.4893,,Internal medicine,2
02045100KS0050,"Thoraxtrokar D5 5,5x9x82",,"5,5x9x82",ST,13.3628,0.0,8.0319,18.5175,,Internal medicine,5
02046500KS0250,Schlauch blau L420 spez. get.,,,ST,4.406,0.0,3.7565,5.3098,,Internal medicine,4
02048110KS0001,Folie eins.selbstkl.SKAP Rollenlänge 15m,,,ROL,66.0478,0.0,62.3105,71.6338,VG 35 - Distribution,Distribution,5
02048380KS0001,Schlauch natur,,,M,0.8725,0.0,0.806,0.9722,,Distribution,3
02050300KS0100,"Schlauch Tol. ±0,06/-0,03",,,ST,6.989,0.0,6.7783,7.1996,,Internal medicine,2
02052900KS0750,"Nutring 3x5,9x2 HS4080",,"3x5,9x2",ST,10.4671,0.0,2.7451,66.5,,Distribution,5
02053800ET0001,RWDR HN2580 12x24x7,,12x24x7,ST,43.8536,0.0,24.6247,95.3155,VG 20 - Mobility,Gasoline Engine,5
02054300ET0001,RWDR HN2580 18x30x7,,18x30x7,ST,50.4506,0.0,22.2478,355.11,,Distribution,13
02054400ET0001,RWDR HN2580 20x35x7,,20x35x7,ST,53.3055,0.0,25.991,73.8215,,PTFE,9
02054500ET0001,RWDR HN2580 25x42x7,,25x42x7,ST,51.7858,0.0,30.1597,87.46,,Distribution,11
02054600ET0001,RWDR HN2580 30x47x7,,30x47x7,ST,60.1471,0.0,30.3952,114.7138,,Distribution,3
02054700ET0001,shaft seal HN2580 35x47x8,,35x47x8,ST,30.3952,0.0,30.3952,35.6875,,General Mechanical Eng.,3
02054800ET0001,RWDR HN2580 35x50x8,,35x50x8,ST,73.15,0.0,33.1436,93.3792,VG 20 - Mobility,Distribution,8
02055100ET0001,RWDR HN2580 40x55x8,,40x55x8,ST,57.0171,0.0,32.1716,189.4452,VG 35 - Distribution,Food/Pharma,15
02055700ET0001,shaft seal HN2580 40x62x8,,40x62x8,ST,74.6861,0.0,18.5123,93.0497,VG 20 - Mobility,Gasoline Engine,8
02055900ET0001,RWDR HN2580 45x62x8,,45x62x8,ST,62.9222,0.0,46.4385,130.2696,,Distribution,13
02056100ET0001,RWDR HN2580 50x72x8,,50x72x8,ST,93.8315,0.0,40.962,157.4321,,Distribution,12
02056200ET0001,RWDR HN2580 55x72x8,,55x72x8,ST,51.1917,0.0,18.3697,199.5,,Compressor,26
02056300ET0001,RWDR HN2580 60x80x8,,60x80x8,ST,76.1947,0.0,46.0465,161.9029,,PTFE,14
02056600ET0001,RWDR HN2580 65x85x8,,65x85x8,ST,152.2488,0.0,152.2488,152.2488,,PTFE,1
02056800ET0001,RWDR HN2580 70x90x10,,70x90x10,ST,87.879,0.0,51.3791,174.2116,,General Mechanical Eng.,9
02057000ET0001,RWDR HN2580 80x100x10,,80x100x10,ST,115.8626,0.0,49.3528,160.531,,Distribution,4
02057370KS0001,RWDR 426301113       HS21037,,,ST,75.6438,0.0,52.535,98.7525,,PTFE,2
02057400KS0001,"RWDR 38x55x11,3 spec.2lips HS21037",,"38x55x11,3",ST,28.8344,0.0,23.7405,36.2957,,Distribution,4
02057500ET0001,RWDR HN2580 85x110x10,,85x110x10,ST,104.3991,0.0,48.1299,222.376,VG 20 - Mobility,Compressor,21
02057700ET0001,RWDR HN2580 90x110x10,,90x110x10,ST,104.3991,0.0,94.0533,142.75,,Distribution,7
02057900ET0001,RWDR HN2580 110x140x12,,110x140x12,ST,146.8797,0.0,60.382,347.13,VG 20 - Mobility,Distribution,8
02058000ET0001,RWDR HN2580 10x22x7,,10x22x7,ST,25.7653,0.0,25.7653,25.7653,,Food/Pharma,1
02058100ET0001,RWDR HN2580 15x30x7,,15x30x7,ST,50.4506,0.0,35.2344,109.1621,,Distribution,6
02058400ET0001,RWDR HN2390 60x80x8 reibopt.,,60x80x8,ST,43.2609,0.0,24.6077,85.5431,,Distribution,14
02059502KS0001,RWDR 474697213 1.4571 HS21037,,,ST,72.066,0.0,58.254,107.863,VG 32 - Food & Pharma,Food/Pharma,4
02059800KS0001,RWDR 474702012 GEKL  HS21037,,,ST,106.9453,0.0,75.544,418.95,,General Mechanical Eng.,41
02060200KS0001,RWDR 474696315 LIPPE HS21037,,,ST,87.115,0.0,74.4135,239.666,,PTFE,13
02060400KS0001,V-Manschettensatz,,,ST,7.2352,0.0,6.1912,26.5202,,Fluidtechnology,7
02060700KS0038,"EMS 13x7x3,6-10",,"13x7x3,6",ST,8.0712,0.0,2.394,16.7811,,Distribution,9
02061300KS0050,"EFN-URX-B15,0-174-1-C RW",,,ST,14.0483,0.0,10.7991,31.7439,,PTFE,6
02061800KS0001,RWDR 45x62x10 Hn2390 HS21037,,45x62x10,ST,129.276,0.0,129.276,129.276,,PTFE,1
02061900KS0001,"FB-WT PE 450x900x150 9,76 3x DN125",PE,450x900x150,ST,4947.6,0.0,4947.6,4947.6,VG 31 - Semicon/Chemistry,Heat Exchangers / Heaters,2
02064200KS0001,"Folienzuschnitte 80x80x0,1",,"80x80x0,1",ST,2.1655,0.0,2.1655,2.1655,,Device medicine,1
02066000KS0001,PTFE-Rolle HS17033,PTFE,,ST,817.95,0.0,701.4021,1496.915,,PTFE,5
02066100KS0001,Mehrlagenmembrane D72 HS17022,,,ST,69.6344,0.0,64.5801,89.908,VG 30 - Industrial Solutions,PTFE,9
02066200KS0001,Mehrlagenmembrane D87 HS22121,,,ST,88.3586,0.0,83.2028,95.7555,VG 30 - Industrial Solutions,PTFE,10
02067500KS0001,"Schlauch blau 3,7x2,9x2300 spez.getemp.",,"3,7x2,9x2300",ST,5.4268,0.0,5.3736,5.8706,VG 27 - Medical,PTFE,5
02068500KS0001,"Schlauch rot 3,2x2,25x2300 spez.getemp.",,"3,2x2,25x2300",ST,5.8223,0.0,5.7602,7.1934,VG 27 - Medical,Internal medicine,3
02070602KS0001,RWDR 115x140x12 Do-Li geg. HS 21037,,115x140x12,ST,376.4565,0.0,331.702,492.765,,Food/Pharma,4
02072410KS0010,Ring mit PTFE Stulpe geb. 10 St.,PTFE,,ST,0.55,0.0,0.542,0.5581,VG 27 - Medical,Device medicine,2
02073100KS0020,Abstreifer 105x113x6 HS21037,,105x113x6,ST,18.1252,0.0,18.1252,18.1252,,Fluidtechnology,1
02074000KS0020,EFN CRX-B105-296-HS4080-C,,,ST,35.5918,0.0,33.4362,37.7474,,Fluidtechnology,2
02077200KS0001,Schlauch orange spez.get.,,,ST,6.8874,0.0,6.1445,7.4612,VG 27 - Medical,Internal medicine,5
02077700KS0001,RWDR 477003013 NEG HS21037,,,ST,156.3016,0.0,77.7241,191.52,,Distribution,7
02078700KS0001,shaft seal 120x150x12 HN2390 NEG HS21037,,120x150x12,ST,171.57,0.0,132.734,293.0655,VG 35 - Distribution,Distribution,3
02079400KS0001,Stift rw,,,ST,9.7356,0.0,5.985,17.2235,,Aerospace,3
02079900ET0001,Folie PTFE virginal 2000x1000x1 mm,PTFE,2000x1000x1,ST,87.78,0.0,87.78,87.78,VG 35 - Distribution,Distribution,1
02080000ET0001,Folie PTFE virginal 2000x1000x3 mm,PTFE,2000x1000x3,ST,264.404,0.0,175.028,332.5,VG 35 - Distribution,Semi finished Products,22
02080100ET0001,Folie PTFE virginal 2000x1000x4 mm,PTFE,2000x1000x4,ST,377.055,0.0,364.4865,377.055,VG 35 - Distribution,PTFE,6
02080200ET0001,Platte PTFE virginal 1200x1200x10 mm,PTFE,1200x1200x10,ST,570.57,0.0,416.29,621.11,VG 35 - Distribution,PTFE,3
02080300ET0001,Platte PTFE virginal 1200x1200x15 mm,PTFE,1200x1200x15,ST,886.445,0.0,813.96,965.58,VG 35 - Distribution,PTFE,4
02080400KS0001,Schlauch 3lum verj.farbm. HS11007,,,ST,19.491,0.0,18.9736,20.4191,,Internal medicine,5
02080600KS0085,"piston ring 45,5 HS21037",,,ST,7.5505,0.0,7.5505,7.5505,,Compressor,1
02082500KS0020,Faltenbalg 14x24x73 HS22185,,14x24x73,ST,84.7682,0.0,26.6346,912.0595,,PTFE,8
02082640ET0001,Abstreifmansch. NW 30 HN2360,,,ST,115.577,0.0,94.297,136.857,VG 35 - Distribution,PTFE,2
02083400KS0001,RWDR 115x140x12  1.4571,,115x140x12,ST,276.7585,0.0,257.4517,296.0653,,Distribution,2
02085600KS0200,Stützring 9098A0050-01 Mi-Me,,,ST,6.9426,0.0,6.9426,6.9426,,PTFE,1
02086800KS0001,RWDR 50x68x8 HN2580 verst. HS21059,,50x68x8,ST,42.415,0.0,37.7002,48.9906,,Compressor,3
02087900ET0001,Platte PTFE virginal 1200x1200x20 mm,PTFE,1200x1200x20,ST,1176.9702,0.0,1140.475,1186.094,VG 35 - Distribution,Semi finished Products,4
02088000ET0001,Platte PTFE virginal 1200x1200x25 mm,PTFE,1200x1200x25,ST,1515.535,0.0,1429.75,1601.32,VG 35 - Distribution,PTFE,2
02088100ET0001,Platte PTFE virginal 1200x1200x30 mm,PTFE,1200x1200x30,ST,1627.92,0.0,1105.23,1872.108,VG 35 - Distribution,Distribution,5
02088200ET0001,Platte PTFE virginal 1200x1200x45 mm,PTFE,1200x1200x45,ST,2867.48,0.0,2867.48,2867.48,VG 35 - Distribution,PTFE,1
02088300ET0001,Platte PTFE virginal 1200x1200x50 mm,PTFE,1200x1200x50,ST,3097.57,0.0,3052.35,3142.79,VG 35 - Distribution,Semi finished Products,2
02089200KS0001,"Schlauch natur 0,3x0,74 HS10008",,"0,3x0,74",M,5.3067,0.0,4.1895,5.3067,,General Mechanical Eng.,3
02090500KS0001,"Schlauch natur 0,75x1,05 HS10008",,"0,75x1,05",M,9.0706,0.0,9.0706,9.0706,,General Mechanical Eng.,2
02092200ET0001,Platte PTFE virginal 1500x1500x30 mm,PTFE,1500x1500x30,ST,2951.27,0.0,2915.892,2986.648,VG 35 - Distribution,PTFE,2
02092400ET0001,Platte PTFE virginal 2000x1000x15 mm,PTFE,2000x1000x15,ST,1149.12,0.0,1005.48,1292.76,VG 35 - Distribution,PTFE,5
02092500ET0001,Platte PTFE virginal 2000x1000x20 mm,PTFE,2000x1000x20,ST,1500.24,0.0,1468.32,1532.16,VG 35 - Distribution,Semi finished Products,2
02092700ET0001,Platte PTFE virginal 2000x1000x40 mm,PTFE,2000x1000x40,ST,3774.54,0.0,3584.35,3964.73,VG 35 - Distribution,PTFE,2
02095200KS0001,RWDR 477022013       HS21059,,,ST,312.55,0.0,312.55,312.55,,PTFE,1
02095400KS0010,Ringpaar 3-tlg.NW45 HS22111/H10,,,ST,97.0814,0.0,93.0335,101.1292,VG 30 - Industrial Solutions,Compressor,2
02096602KS0001,RWDR HN2390 180x210x15 VIT.O-RG,,180x210x15,ST,121.4037,0.0,97.3141,340.996,,Food/Pharma,20
02097200KS0012,Ringpaar rad/rad  NW45 HS22111/H10,,,ST,60.531,0.0,57.7619,60.531,VG 30 - Industrial Solutions,Compressor,3
02098900KS0001,Schlauch farbm.verj.spez.get.HS10008,,,ST,27.8888,0.0,18.6168,46.9142,,PTFE,4
02099600KS0001,DN 400 Main Ring PTFE+25%GF,PTFE,DN 400,ST,5253.5,0.0,5253.5,5253.5,VG 31 - Semicon/Chemistry,PTFE,1
02099900KS0001,DN 400 Counter Ring PTFE+25%GF,PTFE,DN 400,ST,1795.5,0.0,1795.5,1795.5,VG 31 - Semicon/Chemistry,PTFE,1
02100200KS0001,"PTFE Folie P220 0,15±0,03x248+2",PTFE,"0,03x248",M,23.4546,0.0,21.6391,25.27,VG 31 - Semicon/Chemistry,Porous PTFE,2
02106900KS0001,"RWDR 76,2x100x12 special",,"76,2x100x12",ST,179.55,0.0,96.5274,242.326,,PTFE,5
02107900KS0050,Dichtung 9110-40-165,,,ST,4.6654,0.0,4.6654,4.6654,,Machine Tools/Painting,1
02108100KS0001,Walze 16750-2 L=798 beschichten PTFE RW,PTFE,,ST,2992.5,0.0,2992.5,2992.5,VG 35 - Distribution,PTFE,1
02109000KS0001,"BELLOW SPECIAL 14,9x26x82,5",,"14,9x26x82,5",ST,82.726,0.0,57.722,100.814,VG 35 - Distribution,PTFE,6
02109900KS0001,RWDR 70x100x10 HN2390 reiopt.HS21037,,70x100x10,ST,177.6054,0.0,129.1991,226.0117,,Compressor,2
02110800ET0001,Inoflon PFA 8003 HS,PFA,,KG,49.21,0.0,0.0133,57.988,VG 35 - Distribution,Distribution,3
02113600KS0001,RWDR 75x100x8 sonder HS17034,,75x100x8,ST,45.353,0.0,41.363,45.752,VG 30 - Industrial Solutions,Food/Pharma,4
02113900KS0001,"PTFE-Schlauch 1,0x1,3",PTFE,"1,0x1,3",M,0.8976,0.0,0.835,1.2115,VG 27 - Medical,Internal medicine,7
02114000KS0001,"PTFE-Schlauch 0,8x0,4 grün",PTFE,"0,8x0,4",M,1.0351,0.0,0.9645,1.3883,VG 27 - Medical,Internal medicine,7
02114900KS0001,Wehrscheibe DN600 HS 22196,,DN600,ST,1452.094,0.0,1452.094,1452.094,VG 31 - Semicon/Chemistry,Corrosion Protection,1
02115200KS0001,Distanzring DN 600 HS 22196,,DN 600,ST,1678.1275,0.0,1678.1275,1678.1275,VG 31 - Semicon/Chemistry,Corrosion Protection,1
02116800KS0028,"TEFLONBALG L=46,5 D=28 PTFE",PTFE,,ST,49.077,0.0,35.91,1039.262,,Food/Pharma,6
02119400KS0001,"Schlauch gelb 2,3x1,2x2300 spez.getemp.",,"2,3x1,2x2300",ST,5.4845,0.0,5.381,5.8468,VG 27 - Medical,Internal medicine,4
02122900KS0001,Dichtpatrone HD20 HS17034,,,ST,70.4501,0.0,65.17,743.4035,VG 35 - Distribution,General Mechanical Eng.,5
02128650KS0065,Ko-Rg.  3 5/8 ZOLL HS22169,,,ST,33.5825,0.0,27.93,39.235,,Distribution,2
02130000KS0001,"RB-WT PVDF DN150x1460 7,66",PVDF,150x1460,ST,10886.05,0.0,10354.05,10886.05,VG 31 - Semicon/Chemistry,Heat Exchangers / Heaters,4
02130300KS0001,Zuschnitt HS11097 980x80x70 mm,,980x80x70,ST,473.48,0.0,462.84,484.12,VG 35 - Distribution,Semi finished Products,2
02131400ET0001,HST 2:1 PTFE AWG 30 lw schwarz - Spule,PTFE,,M,4.7099,0.0,4.7099,4.7099,VG 35 - Distribution,Distribution,1
02131500ET0001,HST 2:1 PTFE AWG 28 tw schwarz - Spule,PTFE,,M,4.2478,0.0,4.1703,4.3252,VG 27 - Medical,Distribution,2
02135800KS0001,Kolben Ø40mm,,,ST,67.1118,0.0,50.6597,98.3801,,Food/Pharma,4
02136000KS0500,"Durchf. RDA3/2/RDI 1,3x3,3 HS11097",,"1,3x3,3",ST,0.5247,0.0,0.4908,0.727,,PTFE,7
02136300KS0001,DT1-362kV Auxiliary Nozzle Rev.4,,,ST,38.6631,0.0,38.6631,38.6631,VG 26 - Energy,Energy Transfer & Distribution,2
02136500KS0001,DT1-362kV GAP INS GDE BND D186 Rev.,,,ST,16.5053,0.0,16.5053,16.5053,VG 26 - Energy,Energy Transfer & Distribution,1
02136900KS0001,DT1-362kV Nozzle Rev. 6,,,ST,235.0842,0.0,234.4258,235.7425,VG 26 - Energy,Energy Transfer & Distribution,2
02141200KS0001,Membrane Grösse S  HS 17000,,,ST,2.0615,0.0,1.9777,2.1453,VG 30 - Industrial Solutions,PTFE,4
02141300KS0001,Membrane Grösse M HS 17000,,,ST,2.0635,0.0,1.999,2.3594,VG 30 - Industrial Solutions,PTFE,4
02144300KS0001,Faltenbalg 105925 HS 17004,,,ST,405.5502,0.0,356.8656,911.715,VG 35 - Distribution,PTFE,6
02144400KS0001,Membrane Grösse S  HS 17000,,,ST,1.6346,0.0,1.5734,1.6971,VG 30 - Industrial Solutions,PTFE,4
02146300KS0001,shaft seal 20x30x7 double lip HS21037,,20x30x7,ST,42.1477,0.0,20.1495,65.835,,Distribution,12
02146400KS1000,Stopfen I aus MF,,,ST,0.4988,0.0,0.4988,0.4988,VG 20 - Mobility,Chassis,1
02146700KS0001,"Schlauch natur 0,87x1,3 HS11007",,"0,87x1,3",M,4.9068,0.0,4.9068,4.9068,VG 27 - Medical,PTFE,1
02156900KS0001,EMH 50x25x4 HS21037,,50x25x4,ST,5.4158,0.0,3.1069,1105.9216,VG 31 - Semicon/Chemistry,Fluidtechnology,13
02167100KS0001,PTFE Platte virginal 1200x1200x40 mm,PTFE,1200x1200x40,ST,2876.79,0.0,2245.04,3637.55,VG 35 - Distribution,Semi finished Products,4
02167400KS0001,Platte PTFE virginal 1200X1200X30 mm,PTFE,1200X1200X30,ST,1483.5485,0.0,1356.733,1610.364,VG 35 - Distribution,Semi finished Products,2
02168010ET0001,"PTFE Schlauch 4,5x6 (0,75) mm natur",PTFE,"4,5x6",M,6.1489,0.0,6.1489,6.1489,,General Mechanical Eng.,1
02168200KS0001,Platte PTFE virginal 1200X1200X20 mm,PTFE,1200X1200X20,ST,1436.4,0.0,1250.2,1828.75,VG 35 - Distribution,Semi finished Products,5
02168400KS0001,PTFE Platte 1500x1500x25 mm,PTFE,1500x1500x25,ST,3771.88,0.0,3771.88,3771.88,VG 35 - Distribution,Semi finished Products,1
02174200KS0001,Bundbuchse 45/55x43 W2 FKB 4M420655,,55x43,ST,48.7551,0.0,48.7551,48.7551,,Machine Tools/Painting,1
02174400KS0001,Anlaufscheibe 56x85x5 W2 FKB 4M420652,,56x85x5,ST,53.2399,0.0,53.2399,53.2399,VG 30 - Industrial Solutions,PTFE,1
02196400KS0001,"Rohling, TFM 1600 Ø45+3XØ0X250 mm",,Ø0X250,ST,19.6707,0.0,19.6707,19.6707,VG 35 - Distribution,PTFE,1
02199900KS0001,Sitz SD3 9568-28-1303 PTFE mod.,PTFE,,ST,18.5292,0.0,14.896,19.1587,,Fluidtechnology,3
02203600KS0001,Verteilerdeckel 8417-6630-010,,,ST,517.7025,0.0,473.347,562.058,,Food/Pharma,2
02207300KS0001,RWDR 28x38x7 sonder neg. ro. HS21060,,28x38x7,ST,13.6325,0.0,10.241,15.162,,Food/Pharma,7
02209730KS0001,Gleitring NBR-O-Rg. 342  HS20015,NBR,,ST,360.031,0.0,146.167,573.895,VG 35 - Distribution,Distribution,2
02211040KS0002,Gleitring NBR-O-Rg. 458   HS20016,NBR,,ST,194.579,0.0,146.3,258.02,,Distribution,3
02213100KS0001,Verteilerdeckel 8419-6630-010,,,ST,968.373,0.0,890.568,1590.414,,Food/Pharma,3
02214300KS0001,RWDR 60x85x8 HN2390 HS21037,,60x85x8,ST,212.933,0.0,212.933,212.933,,General Mechanical Eng.,1
02215900KS0001,RWDR 100x120x9 HS22161,,100x120x9,ST,162.127,0.0,105.07,276.374,,Food/Pharma,3
02216000KS0001,"Guide Ring 95x90x14,8  HS22161",,"95x90x14,8",ST,96.558,0.0,57.19,156.94,,Food/Pharma,5
02216100KS0001,"Führungsring 144,7x139,7x14,8  HS22161",,"144,7x139,7x14,8",ST,126.217,0.0,64.372,525.35,,PTFE,12
02216200KS0001,RWDR 90x110x14  HS22161,,90x110x14,ST,187.663,0.0,117.173,302.708,,Food/Pharma,9
02222500KS0001,Dämpfergehäuse ET10 TFM LEITF.,,,ST,61.18,0.0,61.18,61.18,,PTFE,1
02222910KS0010,Ring mit PTFE Stulpe geb. 10 St.,PTFE,,ST,2.7075,0.0,2.6283,2.9937,VG 27 - Medical,Device medicine,3
02223050KS0010,Ring mit PTFE Stulpe geb. 10 St.,PTFE,,ST,2.9283,0.0,2.885,2.9716,VG 27 - Medical,Device medicine,2
02223560KS0010,Ring mit PTFE Stulpe geb. 10 St.,PTFE,,ST,1.2631,0.0,1.2443,1.2819,VG 27 - Medical,Device medicine,2
02223640KS0010,Ring mit PTFE Stulpe geb. 10 St.,PTFE,,ST,1.7399,0.0,1.7141,1.7657,VG 27 - Medical,Device medicine,2
02223800KS0010,Ring mit PTFE Stulpe geb. 10 St.,PTFE,,ST,1.8119,0.0,1.7591,2.099,VG 27 - Medical,Device medicine,3
02224610KS0001,Schlauch PTFE natur,PTFE,,M,3.6042,0.0,2.1624,6.0077,,Device medicine,3
02226900KS0010,Ring mit PTFE Stulpe geb. 10 St.,PTFE,,ST,1.1953,0.0,1.1776,1.213,VG 27 - Medical,Device medicine,2
02233900KS0001,Codierungs-Platte PTFE (Set 16.teilig),PTFE,,ST,1508.22,0.0,1396.5,1619.94,VG 35 - Distribution,Distribution,2
02235000KS0001,RWDR 32x47x8 HN2390 HS21037,,32x47x8,ST,39.9266,0.0,39.3906,39.9266,VG 30 - Industrial Solutions,Compressor,3
02235902KS0001,RWDR 50x72x5 Sonder neg. reiopt. HS21060,,50x72x5,ST,17.9882,0.0,16.093,19.0855,,Food/Pharma,6
02239102KS0001,RWDR 35x62x8 Sonder neg.reiopt. HS21060,,35x62x8,ST,20.3024,0.0,19.684,20.9209,,Food/Pharma,2
02244300KS0001,"Kolben Ø 60 bel. HS21037, inkl KoRi",,,ST,74.1921,0.0,70.3716,78.0125,,PTFE,2
02244800ET0001,"PTFE Schlauch 9x12 (1,5) mm natur",PTFE,9x12,M,9.6551,0.0,7.8622,16.476,,Sensors,10
02244800KS0001,Schlauch natur 9x12,,9x12,M,87.0538,0.0,23.5606,151.1412,VG 30 - Industrial Solutions,PTFE,4
02247100KZ0002,"spring seal URX-B 3,175-359-HS4082-C",,,ST,61.0382,0.0,61.0382,61.0382,VG 27 - Medical,PTFE,1
02247902KS0042,"PTFE Faltenbalg 30x24,5x9",PTFE,"30x24,5x9",ST,12.9675,0.0,12.8744,13.6325,VG 35 - Distribution,Distribution,5
02248002KS0020,"PTFE Faltenbalg 13,9x24x73 HS22185",PTFE,"13,9x24x73",ST,28.063,0.0,28.063,28.063,VG 35 - Distribution,Distribution,1
02248102KS0042,"PTFE Faltenbalg 30x9x24,1 HS17022",PTFE,"30x9x24,1",ST,8.8844,0.0,8.8445,8.911,VG 35 - Distribution,Distribution,3
02248200KS0001,Membrane Ø 67,,,ST,35.1785,0.0,23.4346,60.781,,Distribution,9
02248500KS0085,"Kolbenring D56,5 AF2",,,ST,10.4671,0.0,9.7755,188.86,VG 35 - Distribution,Compressor,3
02248600KS0024,Kolbenring D71 AF2,,,ST,11.3848,0.0,11.1454,11.6242,,Compressor,2
02248800KS0001,"Führungsring 6,35x4,166 geätzt HS21037",,"6,35x4,166",ST,20.1059,0.0,16.3537,126.35,VG 30 - Industrial Solutions,Compressor,12
02249900KS0001,"Hülse schw. 2,95x1,2x7 HS17006",,"2,95x1,2x7",ST,0.451,0.0,0.3403,10.7279,VG 27 - Medical,PTFE,7
02257000KS0001,WDR 52x65x7 sonder HS22102,,52x65x7,ST,120.2985,0.0,100.947,139.65,VG 31 - Semicon/Chemistry,Corrosion Protection,2
02262400KS0100,Membrane Groesse L HS 17000,,,ST,2.8894,0.0,2.6906,3.0883,VG 30 - Industrial Solutions,PTFE,4
02263600KS0001,Platte PTFE 2000(+40)X1000(+20)X50(+4)MM,PTFE,2000X1000X50,ST,4980.85,0.0,3784.116,5832.05,VG 35 - Distribution,Semi finished Products,5
02264800KS0001,EFN URX-B6-394-HS-21059-C,,,ST,13.4995,0.0,13.1005,13.4995,,Distribution,3
02264900KS0001,OGIVE; NT1865,,,ST,86.736,0.0,46.9091,184.3912,VG 26 - Energy,Energy Transfer & Distribution,4
02267300KS0001,shaft seal 75x100x10 spec. HS21037,,75x100x10,ST,67.2315,0.0,67.2315,67.2315,,PTFE,1
02269200KS0001,Gleitring NBR-O-Rg. 462   HS20015,NBR,,ST,399.665,0.0,223.44,1024.1,,PTFE,4
02274500KS0001,"VM-Satz 32x48x38,5 HS21091",,"32x48x38,5",ST,241.1955,0.0,184.604,400.995,,PTFE,5
02276500KS0001,MRX-B 30-852-HS4081,,,ST,35.3448,0.0,33.649,37.0405,,Distribution,2
02280800KS0001,"Folie, HS22158",,,ST,64.0395,0.0,53.865,67.963,VG 35 - Distribution,Distribution,4
02281000KS0200,Gleitlager groß MF40002,,,ST,2.1845,0.0,2.0854,2.7328,,General Mechanical Eng.,12
02281100KS0200,Gleitlager klein MF40002,,,ST,2.0542,0.0,1.9205,2.4394,,General Mechanical Eng.,12
02284100KS0001,Verteilerdeckel 8418-6630-008,,,ST,691.467,0.0,598.367,1410.465,,Food/Pharma,4
02290080KS0220,Ring  HS17005,,,ST,7.6143,0.0,5.5195,9.709,VG 20 - Mobility,Chassis,2
02290590KS0002,V-Mansch.-Satz oberfl. HS17019,,,ST,17.2235,0.0,17.2235,17.2235,VG 35 - Distribution,PTFE,1
02300570KS0050,"Ring 33,4x36,4x3,4",,"33,4x36,4x3,4",ST,1.7922,0.0,1.7922,1.7922,VG 20 - Mobility,Gasoline Engine,1
02304210KS0010,Ring mit PTFE Stulpe geb. 10 St.,PTFE,,ST,1.8226,0.0,1.7955,1.8496,VG 27 - Medical,Device medicine,2
02304560KS0010,Ring mit PTFE Stulpe geb. 10 St.,PTFE,,ST,0.7174,0.0,0.6965,0.8693,VG 27 - Medical,Device medicine,3
02308600KS0001,Platte PTFE+25% Kohle 3000x1000x25,"PTFE, KOHLE",3000x1000x25,ST,4129.65,0.0,3350.27,4959.57,VG 31 - Semicon/Chemistry,Corrosion Protection,8
02310000KS0001,"Platte PTFE virginal 2000x1000x17,8mm",PTFE,"2000x1000x17,8",ST,1385.86,0.0,1385.86,1385.86,VG 35 - Distribution,Distribution,1
02312150KS0001,Buchse 10x13/20x9  HS17033,,10x13,ST,68.1891,0.0,29.1602,129.1377,,General Mechanical Eng.,3
02319100KS0001,"Tube, artiyal blue, color marked",,,ST,7.847,0.0,7.847,7.847,,Internal medicine,1
02319200KS0001,"PTFE tube 2,4x3,2x2300 artiyal blue",PTFE,"2,4x3,2x2300",ST,8.2327,0.0,7.3549,9.6824,,Internal medicine,3
02328800KS0001,Platte PTFE 3000x1000x10mm,PTFE,3000x1000x10,ST,2335.48,0.0,1457.015,2894.08,VG 35 - Distribution,Semi finished Products,86
02328900KS0001,PTFE Platte 3000x1000x15mm,PTFE,3000x1000x15,ST,3209.29,0.0,2134.65,3733.31,VG 35 - Distribution,Semi finished Products,42
02333400KS0001,Aufgaberohr,,,ST,3266.214,0.0,3266.214,3266.214,VG 31 - Semicon/Chemistry,Corrosion Protection,1
02333500KS0001,Aufgaberohr,,,ST,3099.432,0.0,3099.432,3099.432,VG 31 - Semicon/Chemistry,Corrosion Protection,1
02335500KS0001,Kolbenring Ø 100 überlappt HS21037,,,ST,54.796,0.0,43.765,93.3647,,Compressor,9
02335700KS0001,Kolbenring Ø 150 überlappt HS21037,,,ST,70.7374,0.0,67.9457,113.8214,,Compressor,8
02345800KS0001,Elringplast J Buchse Führungsst.,,,ST,25.3365,0.0,17.822,182.875,,Food/Pharma,8
02355700KS0001,"Dichtlippe 230x254x1,5 HN2380 HS21037",,"230x254x1,5",ST,255.8255,0.0,131.67,349.6304,VG 30 - Industrial Solutions,General Mechanical Eng.,5
02357100KS0001,"Dichtlippe 360x385x1,5  HS21037",,"360x385x1,5",ST,184.9498,0.0,184.9498,184.9498,,General Mechanical Eng.,1
